Cliente,Marca1,Marca2,Marca3,Marca_Inno1,Marca_Inno2
2393,0.0693,0.0142,0.2958,0.2336,0.2336
2394,0.0693,0.0142,0.2958,0.2336,0.2336
2396,0.064,0.0142,0.2958,0.2336,0.2336
2424,0.0256,0.0106,0.2187,0.034,0.034
2428,0.0256,0.0106,0.3174,0.034,0.034
2429,0.0256,0.0106,0.3174,0.034,0.034
2430,0.0256,0.0106,0.3174,0.034,0.034
2439,0.0256,0.0106,0.2779,0.034,0.034
2455,0.0286,0.0202,0.2779,0.1064,0.1064
2470,0.0671,0.0202,0.2779,0.1064,0.1064
2472,0.0671,0.0202,0.3516,0.1064,0.1064
2475,0.0671,0.0119,0.2252,0.1064,0.1064
2494,0.1191,0.0074,0.2619,0.0605,0.0605
2496,0.1757,0.0074,0.2619,0.0605,0.0605
2513,0.0399,0.0074,0.3562,0.0984,0.0984
2517,0.0399,0.0117,0.321,0.0984,0.0984
2518,0.0399,0.0117,0.321,0.0984,0.0984
2522,0.0399,0.0279,0.2487,0.1127,0.1127
2523,0.0399,0.0279,0.2487,0.1127,0.1127
2525,0.0399,0.0279,0.3175,0.245,0.245
2530,0.0399,0.095,0.3175,0.245,0.245
2533,0.0399,0.023,0.3175,0.3517,0.3517
2537,0.0399,0.023,0.3175,0.475,0.475
2573,0.0223,0.0149,0.2282,0.0328,0.0328
2581,0.0223,0.0094,0.2761,0.0328,0.0328
2588,0.0223,0.0094,0.2283,0.0328,0.0328
2592,0.0223,0.0094,0.276,0.0271,0.0271
2596,0.0223,0.0094,0.276,0.0255,0.0255
2599,0.0223,0.0094,0.276,0.0255,0.0255
2605,0.0223,0.0094,0.2407,0.0255,0.0255
2606,0.0223,0.0094,0.2407,0.0255,0.0255
2608,0.0223,0.0094,0.2407,0.0255,0.0255
2611,0.0223,0.0115,0.3597,0.0255,0.0255
2612,0.0223,0.0115,0.3597,0.0255,0.0255
2614,0.0275,0.0115,0.2822,0.0255,0.0255
2619,0.0275,0.0115,0.3211,0.0255,0.0255
2620,0.0275,0.0115,0.3211,0.0255,0.0255
2626,0.0275,0.0115,0.3485,0.0361,0.0361
2639,0.091,0.0529,0.3118,0.0919,0.0919
2641,0.071,0.0475,0.3118,0.0919,0.0919
2647,0.071,0.0475,0.3118,0.1693,0.1693
2648,0.071,0.0475,0.3118,0.1693,0.1693
2669,0.071,0.0475,0.3118,0.1218,0.1218
2670,0.071,0.0599,0.2192,0.1218,0.1218
2674,0.071,0.0136,0.2582,0.1218,0.1218
2703,0.0377,0.0136,0.2582,0.0506,0.0506
2716,0.0346,0.0214,0.1804,0.04,0.04
2718,0.0346,0.0214,0.1804,0.04,0.04
2720,0.0346,0.026,0.2993,0.04,0.04
2722,0.0346,0.0329,0.5003,0.04,0.04
2724,0.0346,0.0104,0.5003,0.04,0.04
2731,0.0669,0.0104,0.3053,0.04,0.04
2743,0.0669,0.0104,0.3026,0.04,0.04
2764,0.0429,0.0104,0.2255,0.04,0.04
2778,0.0429,0.0104,0.2202,0.02,0.02
2779,0.0429,0.0104,0.2202,0.02,0.02
2783,0.0375,0.0104,0.2053,0.02,0.02
2786,0.0375,0.0104,0.2053,0.02,0.02
2790,0.0375,0.0104,0.1695,0.02,0.02
2791,0.0375,0.0705,0.1695,0.02,0.02
2797,0.0444,0.0396,0.1898,0.02,0.02
2811,0.0523,0.0877,0.3467,0.02,0.02
2814,0.0523,0.013,0.2641,0.02,0.02
2816,0.0523,0.013,0.2641,0.02,0.02
2819,0.0523,0.013,0.1425,0.02,0.02
2820,0.0523,0.0108,0.1425,0.02,0.02
2821,0.0523,0.0108,0.1425,0.02,0.02
2826,0.0523,0.0108,0.1856,0.02,0.02
2828,0.0523,0.0108,0.1242,0.02,0.02
2829,0.0523,0.0108,0.1242,0.02,0.02
2832,0.0523,0.0108,0.1944,0.02,0.02
2833,0.0523,0.0108,0.1944,0.02,0.02
2836,0.0523,0.0108,0.1304,0.02,0.02
2843,0.1565,0.0108,0.3888,0.02,0.02
2851,0.1141,0.0108,0.1604,0.02,0.02
2861,0.1141,0.0108,0.1604,0.02,0.02
2866,0.0913,0.0108,0.2259,0.02,0.02
2875,0.0628,0.0108,0.2103,0.02,0.02
2886,0.1185,0.0127,0.4846,0.0624,0.0624
2887,0.1185,0.0475,0.4846,0.0624,0.0624
2888,0.1185,0.0475,0.4846,0.0624,0.0624
2891,0.0718,0.0395,0.2579,0.0624,0.0624
2895,0.0718,0.0395,0.3959,0.0624,0.0624
2902,0.0898,0.0298,0.3844,0.2813,0.2813
2904,0.0898,0.0298,0.153,0.2813,0.2813
2912,0.1867,0.2276,0.6362,0.0688,0.0688
2918,0.1385,0.0462,0.1774,0.0688,0.0688
2919,0.12,0.0462,0.1774,0.0688,0.0688
2923,0.12,0.0462,0.3722,0.0688,0.0688
2925,0.12,0.0196,0.3626,0.0688,0.0688
2926,0.12,0.0196,0.3626,0.0688,0.0688
2945,0.0401,0.0196,0.2526,0.1364,0.1364
2955,0.0401,0.0744,0.1853,0.1147,0.1147
2959,0.0401,0.0287,0.1376,0.1147,0.1147
2963,0.0401,0.0322,0.2026,0.1113,0.1113
2969,0.0401,0.1253,0.3898,0.1113,0.1113
2972,0.1523,0.0537,0.4126,0.1436,0.1436
2978,0.3163,0.0619,0.1805,0.1436,0.1436
2980,0.4242,0.1653,0.4104,0.1436,0.1436
2981,0.4242,0.1193,0.3707,0.1436,0.1436
2989,0.2472,0.0571,0.4058,0.0696,0.0696
2991,0.1103,0.0571,0.207,0.0696,0.0696
2995,0.1103,0.0493,0.207,0.0696,0.0696
3016,0.0512,0.0396,0.2265,0.1725,0.1725
3022,0.0604,0.0396,0.3404,0.1435,0.1435
3023,0.0604,0.0396,0.3404,0.1435,0.1435
3026,0.0604,0.0475,0.4473,0.1435,0.1435
3038,0.0604,0.0346,0.4581,0.1778,0.1778
3040,0.2562,0.032,0.2503,0.1778,0.1778
3045,0.1229,0.032,0.1037,0.2212,0.2212
3068,0.0717,0.0297,0.1302,0.0762,0.0762
3070,0.0717,0.0297,0.1302,0.0762,0.0762
3092,0.161,0.0225,0.1113,0.0967,0.0967
3101,0.1513,0.0225,0.2305,0.1076,0.1076
3103,0.1513,0.0506,0.4278,0.1076,0.1076
3109,0.2191,0.0506,0.2331,0.0766,0.0766
3124,0.2346,0.2386,0.3951,0.1095,0.1095
3136,0.117,0.2893,0.5135,0.0926,0.0926
3140,0.1436,0.1838,0.4983,0.4813,0.4813
3144,0.1869,0.0611,0.1681,0.4192,0.4192
3145,0.1869,0.0611,0.1681,0.4192,0.4192
3148,0.1869,0.1632,0.5164,0.4826,0.4826
3151,0.3731,0.1059,0.4393,0.3987,0.3987
3152,0.249,0.1059,0.4497,0.3987,0.3987
3155,0.249,0.0263,0.4357,0.4656,0.4656
3174,0.1322,0.0256,0.4712,0.3479,0.3479
3180,0.1322,0.0256,0.1687,0.5719,0.5719
3191,0.284,0.0599,0.1923,0.4109,0.4109
3201,0.3516,0.1082,0.4605,0.2197,0.2197
3214,0.1163,0.0193,0.204,0.5824,0.5824
3219,0.1624,0.0193,0.5126,0.4017,0.4017
3222,0.1624,0.0573,0.4325,0.4017,0.4017
3223,0.1624,0.0573,0.5154,0.4017,0.4017
3230,0.1348,0.0693,0.5464,0.4017,0.4017
3233,0.1348,0.0693,0.1433,0.4413,0.4413
3237,0.1348,0.0403,0.1614,0.2679,0.2679
3253,0.1054,0.0675,0.3713,0.4829,0.4829
3257,0.1054,0.0675,0.1812,0.601,0.601
3270,0.2423,0.1879,0.5121,0.3165,0.3165
3275,0.2423,0.1467,0.4376,0.3165,0.3165
3280,0.1149,0.1944,0.5958,0.5998,0.5998
3283,0.1149,0.0544,0.3101,0.6411,0.6411
3284,0.1149,0.0544,0.4316,0.6411,0.6411
3289,0.1149,0.0544,0.5095,0.6411,0.6411
3290,0.1149,0.0544,0.6496,0.6411,0.6411
3292,0.1149,0.0544,0.6496,0.6411,0.6411
3293,0.1149,0.0544,0.6496,0.6411,0.6411
3301,0.0879,0.0264,0.133,0.2513,0.2513
3304,0.0879,0.0264,0.133,0.2513,0.2513
3306,0.0879,0.0264,0.2877,0.2513,0.2513
3310,0.0879,0.0264,0.1751,0.3425,0.3425
3312,0.0879,0.0264,0.2613,0.3425,0.3425
3320,0.1366,0.0447,0.2542,0.3858,0.3858
3321,0.1366,0.0447,0.2542,0.3858,0.3858
3323,0.1366,0.0247,0.4641,0.3858,0.3858
3328,0.1215,0.0247,0.2489,0.4718,0.4718
3329,0.1215,0.0247,0.2998,0.4718,0.4718
3334,0.1299,0.1011,0.4355,0.4718,0.4718
3340,0.2602,0.2355,0.6491,0.3385,0.3385
3341,0.2602,0.2355,0.4811,0.3385,0.3385
3342,0.2602,0.2355,0.4811,0.3385,0.3385
3345,0.1313,0.0254,0.5981,0.3385,0.3385
3351,0.1313,0.0254,0.1632,0.3923,0.3923
3355,0.1159,0.0254,0.2314,0.4482,0.4482
3359,0.1636,0.0254,0.2102,0.3833,0.3833
3366,0.2473,0.1827,0.6869,0.3385,0.3385
3379,0.15,0.1307,0.3708,0.5814,0.5814
3380,0.15,0.1988,0.4151,0.5814,0.5814
3381,0.286,0.1988,0.4151,0.5814,0.5814
3384,0.286,0.1988,0.4151,0.5814,0.5814
3385,0.286,0.0628,0.2504,0.5814,0.5814
3388,0.286,0.0628,0.5948,0.5814,0.5814
3392,0.2248,0.0628,0.4264,0.4989,0.4989
3393,0.2248,0.0628,0.4264,0.4989,0.4989
3412,0.1449,0.0316,0.2238,0.6121,0.6121
3418,0.2913,0.0316,0.4813,0.4321,0.4321
3421,0.3119,0.0316,0.3079,0.4321,0.4321
3429,0.1704,0.0316,0.2138,0.4321,0.4321
3439,0.3232,0.0316,0.324,0.5986,0.5986
3444,0.4307,0.0446,0.4889,0.5986,0.5986
3462,0.1352,0.1009,0.591,0.5522,0.5522
3481,0.0779,0.0588,0.1755,0.388,0.388
3482,0.0779,0.0588,0.1755,0.388,0.388
3499,0.0779,0.0399,0.166,0.4233,0.4233
3509,0.2281,0.0399,0.3195,0.428,0.428
3513,0.2411,0.0399,0.2452,0.303,0.303
3514,0.6458,0.0399,0.2134,0.303,0.303
3516,0.6458,0.0399,0.2134,0.303,0.303
3522,0.3018,0.0399,0.3516,0.3899,0.3899
3527,0.2547,0.0399,0.2863,0.3899,0.3899
3540,0.1012,0.0399,0.3148,0.3539,0.3539
3542,0.1151,0.0399,0.2031,0.3539,0.3539
3546,0.1151,0.0399,0.2031,0.3159,0.3159
3547,0.1151,0.0508,0.2631,0.3159,0.3159
3554,0.1151,0.0508,0.234,0.3581,0.3581
3555,0.441,0.0684,0.2861,0.3581,0.3581
3560,0.4409,0.0684,0.5992,0.3783,0.3783
3561,0.4409,0.0684,0.1666,0.3783,0.3783
3564,0.6345,0.3648,0.4246,0.4057,0.4057
3569,0.6345,0.0421,0.5091,0.3792,0.3792
3572,0.6742,0.0421,0.4586,0.3792,0.3792
3575,0.2331,0.0421,0.3511,0.3893,0.3893
3581,0.2331,0.0421,0.4607,0.3893,0.3893
3582,0.2331,0.0421,0.4607,0.3893,0.3893
3592,0.2906,0.0856,0.5291,0.4265,0.4265
3615,0.1912,0.0463,0.3572,0.4353,0.4353
3634,0.3351,0.0712,0.4472,0.505,0.505
3636,0.3351,0.1338,0.5082,0.4053,0.4053
3637,0.3351,0.1338,0.5082,0.4053,0.4053
3643,0.2312,0.0704,0.3308,0.3534,0.3534
3660,0.3818,0.074,0.5007,0.5102,0.5102
3661,0.3818,0.074,0.5007,0.5102,0.5102
3666,0.317,0.1437,0.4472,0.5102,0.5102
3674,0.4627,0.0572,0.3801,0.3225,0.3225
3677,0.4627,0.0572,0.285,0.3225,0.3225
3678,0.1661,0.0572,0.285,0.3225,0.3225
3679,0.1661,0.0572,0.3303,0.3225,0.3225
3681,0.1661,0.0885,0.5154,0.3225,0.3225
3682,0.1171,0.0885,0.5154,0.3225,0.3225
3692,0.1171,0.036,0.3204,0.4489,0.4489
3694,0.1171,0.036,0.3204,0.4489,0.4489
3697,0.2239,0.036,0.3838,0.4489,0.4489
3699,0.242,0.2857,0.3838,0.612,0.612
3715,0.2601,0.0794,0.2768,0.4923,0.4923
3718,0.2601,0.1328,0.454,0.4923,0.4923
3723,0.2313,0.0489,0.4074,0.3934,0.3934
3724,0.2313,0.0489,0.4074,0.3934,0.3934
3750,0.2695,0.0222,0.2337,0.3046,0.3046
3752,0.2695,0.0222,0.2337,0.3046,0.3046
3757,0.2695,0.1148,0.2875,0.3046,0.3046
3759,0.2695,0.1891,0.45,0.4312,0.4312
3767,0.1974,0.0156,0.3586,0.3732,0.3732
3786,0.1578,0.0156,0.1803,0.4276,0.4276
3790,0.1578,0.0256,0.2752,0.5246,0.5246
3798,0.3357,0.0256,0.3763,0.5066,0.5066
3812,0.2193,0.0169,0.425,0.1849,0.1849
3814,0.2193,0.0169,0.2556,0.1849,0.1849
3819,0.1727,0.0373,0.1961,0.1849,0.1849
3820,0.1727,0.0373,0.1961,0.2498,0.2498
3822,0.1727,0.0373,0.4742,0.2498,0.2498
3824,0.1727,0.1403,0.6256,0.355,0.355
3828,0.2166,0.0482,0.2936,0.5137,0.5137
3838,0.1916,0.0508,0.3802,0.2945,0.2945
3841,0.144,0.0508,0.2927,0.251,0.251
3844,0.144,0.0258,0.2927,0.266,0.266
3845,0.144,0.0258,0.2927,0.3211,0.3211
3850,0.144,0.0258,0.2531,0.3918,0.3918
3864,0.3646,0.0554,0.4755,0.3728,0.3728
3871,0.2113,0.0749,0.3026,0.5107,0.5107
3876,0.2113,0.0388,0.1563,0.3057,0.3057
3881,0.2113,0.0388,0.1563,0.3057,0.3057
3884,0.1805,0.0251,0.2203,0.2911,0.2911
3885,0.1805,0.0251,0.355,0.3672,0.3672
3887,0.1805,0.0251,0.3373,0.3445,0.3445
3897,0.1601,0.0416,0.4109,0.3579,0.3579
3899,0.1778,0.0671,0.3255,0.3579,0.3579
3901,0.1778,0.0475,0.3936,0.3579,0.3579
3903,0.1778,0.0475,0.3508,0.1886,0.1886
3905,0.1778,0.0475,0.3508,0.1886,0.1886
3906,0.1778,0.1813,0.4135,0.1886,0.1886
3907,0.3241,0.1813,0.4135,0.1886,0.1886
3909,0.4862,0.1813,0.4417,0.1886,0.1886
3910,0.4862,0.1187,0.4417,0.1886,0.1886
3912,0.4862,0.1187,0.3639,0.2375,0.2375
3915,0.4862,0.1187,0.4699,0.2375,0.2375
3917,0.3195,0.0766,0.3069,0.213,0.213
3919,0.2394,0.0766,0.3069,0.213,0.213
3920,0.2394,0.1828,0.3069,0.213,0.213
3922,0.2994,0.3339,0.4695,0.3935,0.3935
3927,0.3799,0.054,0.5178,0.3935,0.3935
3932,0.4365,0.1948,0.4953,0.3568,0.3568
3935,0.3225,0.1148,0.2656,0.3568,0.3568
3938,0.3225,0.1104,0.4073,0.3,0.3
3939,0.3225,0.1104,0.4073,0.3,0.3
3940,0.2209,0.1104,0.3033,0.3287,0.3287
3947,0.2478,0.0465,0.2383,0.3243,0.3243
3949,0.2478,0.0465,0.2095,0.2799,0.2799
3950,0.2478,0.0465,0.2095,0.2799,0.2799
3963,0.1395,0.0219,0.3063,0.5785,0.5785
3964,0.1395,0.0219,0.3063,0.3522,0.3522
3975,0.1624,0.1005,0.5667,0.2433,0.2433
4009,0.1084,0.0167,0.1904,0.3886,0.3886
4013,0.076,0.0167,0.1829,0.3451,0.3451
4015,0.076,0.0167,0.1829,0.3186,0.3186
4018,0.076,0.0167,0.2199,0.3186,0.3186
4028,0.076,0.0167,0.2726,0.5552,0.5552
4029,0.076,0.0167,0.2726,0.5552,0.5552
4046,0.1189,0.0167,0.1182,0.4017,0.4017
4065,0.242,0.1092,0.465,0.8023,0.8023
4120,0.229,0.0233,0.3106,0.4586,0.4586
4124,0.229,0.0233,0.2603,0.4134,0.4134
4129,0.229,0.0233,0.3782,0.4134,0.4134
4134,0.1879,0.0233,0.281,0.5155,0.5155
4139,0.1633,0.0435,0.4252,0.3293,0.3293
4140,0.1633,0.2366,0.4252,0.3293,0.3293
4141,0.1633,0.1945,0.3262,0.3293,0.3293
4143,0.1633,0.1326,0.3262,0.3293,0.3293
4168,0.1467,0.0221,0.1782,0.4267,0.4267
4173,0.1467,0.0221,0.3099,0.4267,0.4267
4176,0.1467,0.075,0.1863,0.4401,0.4401
4177,0.1467,0.062,0.1863,0.4401,0.4401
4182,0.4451,0.062,0.3318,0.3309,0.3309
4192,0.3048,0.0613,0.3854,0.4019,0.4019
4194,0.3048,0.1222,0.3649,0.4019,0.4019
4200,0.1846,0.0795,0.4699,0.3074,0.3074
4201,0.1846,0.0795,0.4983,0.2901,0.2901
4204,0.2414,0.1253,0.572,0.2901,0.2901
4206,0.2697,0.0374,0.572,0.2901,0.2901
4213,0.2697,0.0374,0.1833,0.4275,0.4275
4226,0.2554,0.0653,0.2354,0.2802,0.2802
4233,0.2991,0.029,0.4368,0.5579,0.5579
4246,0.4266,0.0106,0.4611,0.512,0.512
4252,0.3249,0.0106,0.305,0.4349,0.4349
4255,0.3734,0.0106,0.4249,0.4349,0.4349
4270,0.1276,0.0106,0.2867,0.588,0.588
4276,0.1441,0.1615,0.4441,0.6325,0.6325
4278,0.1441,0.1615,0.3959,0.6325,0.6325
4283,0.1203,0.1331,0.4168,0.6556,0.6556
4291,0.1203,0.0504,0.2718,0.6402,0.6402
4300,0.1203,0.1312,0.3902,0.6402,0.6402
4303,0.1252,0.5073,0.4834,0.6843,0.6843
4304,0.1252,0.5073,0.4834,0.6843,0.6843
4306,0.1252,0.259,0.4834,0.6843,0.6843
4308,0.1252,0.0485,0.3475,0.6843,0.6843
4317,0.2451,0.0485,0.3475,0.6353,0.6353
4325,0.2451,0.0487,0.2948,0.4312,0.4312
4338,0.0416,0.0518,0.3337,0.6041,0.6041
4344,0.0416,0.0518,0.4029,0.6969,0.6969
4346,0.0416,0.0144,0.4029,0.8172,0.8172
4350,0.0416,0.0144,0.2829,0.8172,0.8172
4360,0.0416,0.0144,0.3461,0.8172,0.8172
4364,0.0416,0.0144,0.3092,0.8172,0.8172
4369,0.0516,0.0144,0.2501,0.5253,0.5253
4377,0.4668,0.0144,0.3606,0.4568,0.4568
4393,0.178,0.3532,0.3373,0.4452,0.4452
4395,0.2378,0.3532,0.3903,0.5159,0.5159
4406,0.1542,0.0346,0.3903,0.3953,0.3953
4411,0.1542,0.0346,0.3903,0.3953,0.3953
4417,0.2178,0.0411,0.3903,0.4571,0.4571
4432,0.3089,0.0483,0.5073,0.6347,0.6347
4443,0.1862,0.0349,0.3065,0.3905,0.3905
4444,0.1862,0.0349,0.3065,0.3905,0.3905
4445,0.2214,0.0349,0.3065,0.3905,0.3905
4446,0.2214,0.0566,0.3608,0.3905,0.3905
4453,0.2052,0.0566,0.4595,0.3895,0.3895
4460,0.3097,0.0566,0.3474,0.2789,0.2789
4463,0.1314,0.0425,0.3474,0.2789,0.2789
4473,0.1314,0.0189,0.2644,0.65,0.65
4476,0.1314,0.0189,0.2644,0.65,0.65
4481,0.153,0.0189,0.1768,0.6968,0.6968
4488,0.153,0.0284,0.4818,0.3925,0.3925
4492,0.1468,0.0284,0.2929,0.3925,0.3925
4494,0.1468,0.0284,0.3113,0.3393,0.3393
4502,0.1266,0.0236,0.4798,0.341,0.341
4503,0.1266,0.0236,0.4798,0.341,0.341
4507,0.1266,0.0236,0.2997,0.498,0.498
4515,0.3469,0.054,0.3777,0.5593,0.5593
4519,0.4045,0.054,0.3777,0.2566,0.2566
4525,0.2697,0.0424,0.3777,0.294,0.294
4527,0.2697,0.0424,0.2986,0.294,0.294
4528,0.3464,0.1138,0.428,0.294,0.294
4532,0.0738,0.0607,0.2493,0.294,0.294
4533,0.0738,0.0607,0.3038,0.7032,0.7032
4541,0.0738,0.0394,0.1598,0.7032,0.7032
4543,0.0738,0.0394,0.3524,0.7032,0.7032
4544,0.0738,0.0394,0.3524,0.7032,0.7032
4558,0.1884,0.1528,0.5109,0.245,0.245
4561,0.1884,0.2228,0.4762,0.2723,0.2723
4563,0.2571,0.2871,0.4762,0.4156,0.4156
4569,0.2218,0.0592,0.1883,0.1764,0.1764
4573,0.2551,0.069,0.4066,0.1764,0.1764
4575,0.2551,0.118,0.6016,0.3592,0.3592
4585,0.1516,0.0536,0.4712,0.2829,0.2829
4589,0.1516,0.0536,0.4712,0.2829,0.2829
4592,0.1344,0.0329,0.5898,0.1743,0.1743
4594,0.0715,0.0329,0.3635,0.1743,0.1743
4596,0.0715,0.0329,0.3635,0.1634,0.1634
4598,0.0715,0.0329,0.3635,0.1634,0.1634
4609,0.0715,0.0699,0.3569,0.4854,0.4854
4610,0.0715,0.016,0.3569,0.4854,0.4854
4613,0.1398,0.016,0.2002,0.2145,0.2145
4616,0.1398,0.016,0.2242,0.197,0.197
4617,0.1398,0.016,0.267,0.197,0.197
4620,0.1398,0.016,0.3222,0.197,0.197
4625,0.1506,0.016,0.3464,0.197,0.197
4631,0.1108,0.016,0.3464,0.0832,0.0832
4632,0.1108,0.016,0.3464,0.0832,0.0832
4633,0.1108,0.016,0.4544,0.0832,0.0832
4636,0.1108,0.016,0.2133,0.0832,0.0832
4640,0.1108,0.016,0.3303,0.0832,0.0832
4641,0.1108,0.016,0.5184,0.0832,0.0832
4643,0.1108,0.016,0.375,0.0832,0.0832
4647,0.0735,0.016,0.3209,0.3122,0.3122
4650,0.0735,0.016,0.3973,0.2828,0.2828
4656,0.0735,0.0451,0.4957,0.1254,0.1254
4658,0.0735,0.0451,0.3809,0.0992,0.0992
4659,0.0735,0.0451,0.4399,0.0992,0.0992
4664,0.1194,0.0271,0.2796,0.0992,0.0992
4666,0.1194,0.0218,0.3418,0.0992,0.0992
4672,0.1194,0.0218,0.2798,0.1259,0.1259
4681,0.1133,0.0306,0.3003,0.1259,0.1259
4682,0.1133,0.0306,0.3003,0.1259,0.1259
4685,0.1133,0.0306,0.3003,0.103,0.103
4688,0.1513,0.0306,0.3003,0.103,0.103
4697,0.0734,0.0153,0.3003,0.1589,0.1589
4702,0.0734,0.0153,0.3003,0.1589,0.1589
4703,0.0734,0.0153,0.3003,0.1589,0.1589
4705,0.0888,0.0153,0.3003,0.1589,0.1589
4713,0.0888,0.0153,0.3003,0.1579,0.1579
4715,0.0781,0.0153,0.3003,0.1579,0.1579
4723,0.0854,0.0153,0.2585,0.1579,0.1579
4725,0.0854,0.0153,0.2902,0.1579,0.1579
4726,0.0854,0.0153,0.2902,0.1579,0.1579
4737,0.0854,0.0153,0.2796,0.3377,0.3377
4739,0.0854,0.0153,0.2796,0.3377,0.3377
4743,0.123,0.0352,0.4802,0.083,0.083
4744,0.123,0.0352,0.3138,0.083,0.083
4747,0.147,0.0352,0.2429,0.083,0.083
4749,0.0909,0.0352,0.2429,0.083,0.083
4751,0.0801,0.0352,0.2429,0.083,0.083
4754,0.0801,0.0352,0.3912,0.083,0.083
4759,0.0801,0.0822,0.309,0.083,0.083
4760,0.0801,0.0822,0.309,0.083,0.083
4761,0.0801,0.0822,0.309,0.083,0.083
4762,0.0801,0.0822,0.309,0.083,0.083
4764,0.0971,0.0822,0.309,0.083,0.083
4765,0.0971,0.0822,0.309,0.083,0.083
4768,0.0971,0.0536,0.309,0.083,0.083
4769,0.0971,0.0536,0.309,0.083,0.083
4772,0.1402,0.0536,0.309,0.083,0.083
4786,0.1402,0.0817,0.309,0.1307,0.1307
4790,0.1402,0.0817,0.309,0.1307,0.1307
4797,0.3389,0.2007,0.3719,0.1922,0.1922
4801,0.1182,0.041,0.2348,0.1922,0.1922
4805,0.1182,0.041,0.2348,0.1922,0.1922
4806,0.1182,0.041,0.2348,0.1922,0.1922
4823,0.1182,0.0192,0.2362,0.1229,0.1229
4827,0.1003,0.0192,0.3634,0.1229,0.1229
4830,0.0702,0.0192,0.3634,0.0897,0.0897
4843,0.0702,0.0192,0.3023,0.0557,0.0557
4846,0.0841,0.0192,0.3023,0.0557,0.0557
4852,0.1241,0.0192,0.3023,0.0557,0.0557
4854,0.1024,0.0192,0.3023,0.0557,0.0557
4861,0.1024,0.0496,0.3023,0.0557,0.0557
4862,0.1024,0.0496,0.3023,0.0557,0.0557
4865,0.1649,0.0496,0.3023,0.0557,0.0557
4870,0.1649,0.0496,0.3999,0.1794,0.1794
4871,0.1649,0.0496,0.3999,0.1794,0.1794
4874,0.1936,0.0146,0.2549,0.1794,0.1794
4875,0.1936,0.0146,0.2549,0.1794,0.1794
4878,0.1936,0.0146,0.3161,0.1794,0.1794
4880,0.1936,0.0146,0.3161,0.0832,0.0832
4881,0.0928,0.0146,0.3161,0.0832,0.0832
4891,0.0676,0.0146,0.3161,0.0832,0.0832
4892,0.0754,0.0146,0.3161,0.0832,0.0832
4893,0.0754,0.0146,0.3161,0.0832,0.0832
4894,0.0754,0.0146,0.3161,0.0832,0.0832
4897,0.0754,0.0146,0.3161,0.0832,0.0832
4899,0.0754,0.0146,0.3161,0.0832,0.0832
4901,0.0754,0.0146,0.2318,0.0832,0.0832
4919,0.2013,0.0146,0.2041,0.3113,0.3113
4923,0.2013,0.0146,0.2041,0.2119,0.2119
4924,0.2013,0.028,0.3143,0.2119,0.2119
4930,0.1426,0.028,0.268,0.2119,0.2119
4938,0.0724,0.028,0.2354,0.2648,0.2648
4940,0.0724,0.028,0.3327,0.2648,0.2648
4941,0.0724,0.028,0.3327,0.2648,0.2648
4942,0.0724,0.028,0.3327,0.2648,0.2648
4944,0.0724,0.0283,0.4156,0.1048,0.1048
4951,0.0724,0.0283,0.244,0.1048,0.1048
4956,0.0724,0.0283,0.244,0.1048,0.1048
4966,0.1141,0.0283,0.2344,0.1768,0.1768
4972,0.1141,0.0283,0.2344,0.243,0.243
4980,0.1141,0.0283,0.2832,0.243,0.243
4984,0.1595,0.1757,0.611,0.243,0.243
4987,0.1595,0.0469,0.2032,0.071,0.071
4988,0.1595,0.0469,0.2032,0.071,0.071
4994,0.1113,0.0184,0.2667,0.071,0.071
4997,0.1113,0.0184,0.2125,0.0637,0.0637
4999,0.0894,0.0184,0.2125,0.0637,0.0637
5003,0.0894,0.0184,0.4051,0.0637,0.0637
5004,0.0894,0.0184,0.4051,0.0637,0.0637
5010,0.0894,0.06,0.6069,0.0637,0.0637
5014,0.0894,0.06,0.253,0.0637,0.0637
5016,0.0894,0.0947,0.3581,0.0637,0.0637
5021,0.0812,0.0747,0.5551,0.0637,0.0637
5022,0.0812,0.0629,0.5551,0.0637,0.0637
5028,0.0812,0.0629,0.3394,0.0637,0.0637
5032,0.0812,0.0216,0.2195,0.0637,0.0637
5034,0.094,0.0216,0.2195,0.0637,0.0637
5037,0.094,0.0216,0.4087,0.0637,0.0637
5042,0.1912,0.0216,0.3517,0.0637,0.0637
5044,0.1912,0.0216,0.2936,0.1228,0.1228
5053,0.1477,0.0216,0.3328,0.2147,0.2147
5059,0.114,0.0216,0.3328,0.1566,0.1566
5061,0.114,0.0193,0.3328,0.1566,0.1566
5063,0.114,0.0193,0.3328,0.1336,0.1336
5064,0.114,0.0193,0.3328,0.1336,0.1336
5065,0.114,0.0193,0.3328,0.1336,0.1336
5066,0.114,0.0193,0.3328,0.1336,0.1336
5072,0.114,0.0193,0.2391,0.1336,0.1336
5075,0.1684,0.0193,0.2391,0.3127,0.3127
5079,0.2014,0.027,0.2766,0.471,0.471
5087,0.2014,0.027,0.3465,0.443,0.443
5092,0.2014,0.027,0.3465,0.148,0.148
5093,0.2014,0.027,0.3465,0.148,0.148
5094,0.2014,0.0202,0.4037,0.148,0.148
5100,0.1296,0.0202,0.4037,0.148,0.148
5106,0.1296,0.0202,0.1985,0.1387,0.1387
5109,0.1296,0.0202,0.1443,0.1616,0.1616
5112,0.1296,0.0202,0.4639,0.1368,0.1368
